date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,price_per_sqft,affordability_score,quality_score,investment_score
2015-02-13,576750.0,3,2.0,2220,1.0,0,0,4,7,1966,0,98116,47.5807,-122.394,259.7972972972973,0.0038491547464239275,11,46.38759080183223
2015-05-04,495000.0,5,3.25,2500,1.0,0,3,3,7,1962,0,98106,47.5298,-122.344,198.0,0.005050505050505051,13,77.9334197011058
2014-10-15,216650.0,3,3.5,1540,2.0,0,0,3,7,2007,0,98109,47.542,-122.322,140.6818181818182,0.007108239095315024,10,55.830981353814835
2015-04-13,615000.0,4,2.75,2750,1.0,0,0,3,8,1978,0,98155,47.7749,-122.283,223.63636363636363,0.004471544715447155,11,53.62860315550826
2014-10-24,675000.0,4,2.5,3130,1.0,0,0,4,8,1978,0,98006,47.569,-122.127,215.65495207667732,0.004637037037037037,12,67.73701013279046
2015-04-01,510000.0,3,2.0,1430,1.0,0,0,4,8,1983,0,98052,47.6952,-122.096,356.64335664335664,0.002803921568627451,12,45.500393281821125
2014-05-07,630000.0,3,2.5,2680,2.0,0,0,3,8,1995,0,98010,47.3783,-122.003,235.07462686567163,0.004253968253968254,11,51.26428538379679
2014-08-01,359950.0,4,2.5,3010,2.0,0,0,3,8,2003,0,98042,47.3492,-122.152,119.58471760797342,0.00836227253785248,11,73.01971035950585
2014-10-03,265000.0,3,1.5,1530,1.5,0,0,3,7,1986,0,98038,47.3639,-122.055,173.20261437908496,0.005773584905660377,10,49.32216721417665
2014-05-21,210000.0,3,1.0,1240,1.0,0,0,4,6,1916,0,98118,47.5166,-122.269,169.3548387096774,0.005904761904761905,10,50.1445889048258
2015-03-25,367000.0,3,2.5,2260,1.0,0,2,4,6,1998,0,98022,47.2582,-121.935,162.38938053097345,0.0061580381471389644,12,78.7280803220284
2015-04-13,1075000.0,4,2.25,2820,1.5,0,2,4,9,1926,0,98122,47.6097,-122.287,381.20567375886526,0.0026232558139534885,15,54.71128487484385
2015-02-11,756000.0,3,2.5,3560,1.0,0,2,4,8,1948,0,98199,47.6473,-122.407,212.35955056179776,0.004708994708994709,14,78.01438948780827
2014-07-24,203000.0,3,2.25,1630,1.0,0,0,3,7,1960,0,98146,47.5,-122.347,124.5398773006135,0.008029556650246305,10,58.02179243973534
2015-01-21,535000.0,4,2.5,2880,2.0,0,3,3,9,2002,0,98022,47.2124,-122.005,185.76388888888889,0.005383177570093458,15,84.8574931754037
2015-03-23,525000.0,3,3.25,2200,2.0,0,0,4,7,1947,0,98118,47.5409,-122.268,238.63636363636363,0.004190476190476191,11,50.58645259797344
2015-03-09,347500.0,3,1.75,1620,1.0,0,0,3,7,1981,0,98059,47.4815,-122.162,214.50617283950618,0.004661870503597123,10,40.8469439689076
2014-05-05,620000.0,3,1.75,1480,2.5,0,0,3,9,2005,0,98034,47.6945,-122.17,418.9189189189189,0.0023870967741935483,12,41.32466571045204
2015-04-22,645000.0,4,2.5,2250,2.0,0,0,3,8,1996,0,98006,47.5715,-122.128,286.6666666666667,0.0034883720930232558,11,41.436866700596866
2014-12-03,2200000.0,4,3.0,3540,2.0,0,0,3,10,1940,0,98112,47.634,-122.288,621.4689265536723,0.0016090909090909092,13,44.18058575857123
2014-06-19,280000.0,3,2.0,1790,1.0,0,0,4,7,1990,0,98092,47.3143,-122.134,156.4245810055866,0.006392857142857143,11,67.35876555776616
2015-05-01,432000.0,3,2.0,1400,1.0,0,0,4,7,1924,0,98125,47.7015,-122.316,308.57142857142856,0.003240740740740741,11,38.13098598065979
2014-12-22,790000.0,3,1.5,2390,2.0,0,1,3,9,1929,0,98126,47.5826,-122.378,330.5439330543933,0.0030253164556962027,13,54.6846805163559
2015-01-13,635000.0,4,1.75,2400,1.0,0,0,5,8,1957,0,98008,47.6339,-122.124,264.5833333333333,0.0037795275590551186,13,64.7237773562208
2014-08-19,442000.0,3,1.5,2050,1.0,0,0,3,7,1958,0,98126,47.5325,-122.378,215.609756097561,0.004638009049773756,10,40.65724332577616
2015-04-22,490000.0,4,3.0,2640,2.0,0,0,3,7,2001,0,98065,47.5298,-121.88,185.6060606060606,0.005387755102040817,10,46.674455189006615
2014-09-25,250000.0,5,1.75,2320,1.0,0,0,5,7,1962,0,98001,47.3426,-122.285,107.75862068965517,0.00928,12,86.32998658214963
2014-06-19,1325000.0,4,2.5,2440,2.5,0,0,4,8,1902,0,98119,47.6298,-122.362,543.0327868852459,0.0018415094339622644,12,38.26632119557674
2014-10-27,120000.0,3,1.0,1260,1.0,0,0,3,6,1954,0,98198,47.4191,-122.33,95.23809523809524,0.010499999999999999,9,51.72696987923935
2014-09-18,2950000.0,5,4.75,6240,1.0,0,3,3,11,2003,0,98040,47.5317,-122.233,472.7564102564103,0.0021152542372881353,17,51.924767501041046
2014-09-23,325000.0,4,2.5,1930,2.0,0,0,3,7,1993,0,98038,47.3645,-122.039,168.39378238341968,0.005938461538461539,10,50.36667746263823
2014-06-12,210000.0,4,1.75,1200,1.0,0,0,3,7,1968,0,98092,47.3138,-122.192,175.0,0.005714285714285714,10,48.87104983112015
2015-05-04,215000.0,1,1.0,970,1.0,0,0,4,5,1920,0,98166,47.4655,-122.346,221.64948453608247,0.004511627906976744,9,31.454448711423677
2014-10-29,387000.0,3,1.75,1810,1.0,0,0,5,8,1968,0,98056,47.5236,-122.184,213.8121546961326,0.004677002583979328,13,74.73626983759773
2014-09-18,408000.0,3,1.0,1380,1.5,0,0,4,7,1925,0,98117,47.6987,-122.36,295.6521739130435,0.0033823529411764705,11,39.93082866793134
2014-07-10,410000.0,3,1.0,1470,1.0,0,0,4,7,1953,0,98166,47.473,-122.362,278.91156462585036,0.0035853658536585363,11,42.78559200481192
2014-12-16,216000.0,3,1.0,1010,1.0,0,0,3,6,1925,0,98126,47.5249,-122.37,213.86138613861385,0.004675925925925926,9,32.99056123629297
2015-03-30,390000.0,3,1.0,1010,1.0,0,0,3,6,1925,0,98126,47.5249,-122.37,386.13861386138615,0.0025897435897435897,9,8.166381344561144
2014-12-11,357000.0,3,1.5,1340,1.0,0,0,2,7,1950,0,98146,47.4947,-122.36,266.4179104477612,0.003753501400560224,9,22.640309073242953
2014-05-19,215000.0,3,1.0,970,1.0,0,0,4,7,1970,0,98031,47.4006,-122.188,221.64948453608247,0.004511627906976744,11,53.98487021699903
2015-02-13,265000.0,3,1.0,1122,1.5,0,0,3,5,1900,0,98118,47.5135,-122.257,236.18538324420678,0.004233962264150943,8,26.99301346411882
2014-12-09,589950.0,3,2.75,1670,3.0,0,0,3,9,2014,0,98116,47.5763,-122.408,353.2634730538922,0.002830748368505806,12,45.77569055660945
2015-02-06,440000.0,3,1.75,2840,1.0,0,3,3,8,1950,0,98155,47.7458,-122.287,154.92957746478874,0.006454545454545454,14,89.86605283856939
2015-04-29,248000.0,2,1.0,770,1.0,0,0,4,4,1914,0,98027,47.5325,-122.031,322.0779220779221,0.003104838709677419,8,12.36061629574793
2014-09-11,730000.0,3,2.25,2040,2.0,0,0,3,9,1977,0,98072,47.7584,-122.136,357.84313725490193,0.0027945205479452057,12,45.34886410956369
2015-01-19,425000.0,4,2.5,3052,2.0,0,0,3,8,2004,0,98003,47.2598,-122.304,139.25294888597642,0.007181176470588234,11,70.61375098320455
2014-09-12,680000.0,3,2.5,2620,2.0,0,0,4,8,1977,0,98004,47.6281,-122.194,259.5419847328244,0.0038529411764705885,12,58.94600471938185
2015-02-18,341500.0,5,2.25,3120,2.0,0,0,3,8,1980,0,98023,47.3097,-122.34,109.4551282051282,0.009136163982430454,11,73.70448341276084
2015-05-08,395000.0,2,1.0,1100,1.0,0,0,3,7,1950,0,98105,47.6701,-122.286,359.09090909090907,0.0027848101265822785,10,18.16962013602924
2014-07-31,1225000.0,4,2.75,3410,1.5,0,0,4,10,1962,0,98005,47.6547,-122.158,359.2375366568915,0.002783673469387755,14,54.90329894045251
2014-07-08,695500.0,5,2.75,2510,1.0,0,1,4,8,1975,0,98052,47.6389,-122.098,277.0916334661355,0.003608914450035945,13,62.32938509230556
2014-10-02,308000.0,3,1.75,1680,1.0,0,0,3,8,1977,0,98198,47.3662,-122.319,183.33333333333334,0.005454545454545454,11,61.66427613010688
2015-02-18,422500.0,3,2.0,1960,1.0,0,0,4,7,1977,0,98038,47.3972,-122.029,215.5612244897959,0.00463905325443787,11,55.23411835469394
2015-04-21,418000.0,2,1.0,1040,1.0,0,0,4,7,1915,0,98136,47.5411,-122.391,401.9230769230769,0.002488038277511962,11,29.677740248924255
2014-10-07,385000.0,5,1.5,1750,1.5,0,0,4,7,1961,0,98028,47.7755,-122.235,220.0,0.004545454545454545,11,54.34345070096701
2014-05-12,876650.0,3,3.25,2170,1.5,0,0,5,9,1928,1970,98040,47.5665,-122.229,403.98617511520735,0.002475332230650773,14,51.73391014667099
2014-08-21,450000.0,3,2.5,1639,2.0,0,0,3,8,2003,0,98144,47.5924,-122.294,274.55765710799267,0.0036422222222222225,11,43.59760329431361
2014-06-25,418800.0,4,2.25,2100,1.0,0,0,4,7,1973,0,98028,47.7365,-122.242,199.42857142857142,0.00501432664756447,11,58.45671586545135
2014-10-08,330000.0,2,1.0,880,2.0,0,0,4,7,1945,0,98199,47.6475,-122.397,375.0,0.0026666666666666666,11,31.50997085087679
2015-04-16,550000.0,3,1.75,1940,1.0,0,0,4,8,1963,0,98006,47.5586,-122.173,283.50515463917526,0.0035272727272727274,12,54.515800675519365
2014-10-30,270000.0,4,2.5,2490,1.0,0,0,3,7,1990,0,98148,47.4416,-122.332,108.43373493975903,0.009222222222222222,10,59.210891593022716
2015-04-29,978500.0,3,2.25,2060,2.0,0,0,3,9,1940,0,98199,47.6455,-122.409,475.0,0.002105263157894737,12,39.37445056216166
2014-09-30,975000.0,4,2.5,2720,2.0,0,2,3,10,1981,0,98006,47.5564,-122.158,358.45588235294116,0.00278974358974359,15,56.440568176560404
2014-07-25,455000.0,3,2.25,2180,1.0,0,0,3,7,1973,0,98034,47.7246,-122.217,208.71559633027522,0.004791208791208791,10,41.97358071531023
2014-10-09,1415000.0,4,3.25,3600,2.0,0,2,3,11,1991,0,98034,47.7124,-122.253,393.05555555555554,0.0025441696113074207,16,54.73788923333179
2015-04-06,220000.0,2,1.0,840,1.0,0,0,5,6,1951,0,98168,47.5033,-122.329,261.9047619047619,0.003818181818181818,11,46.00934622680794
2014-08-13,490000.0,3,2.0,2370,2.0,0,0,4,7,1970,0,98033,47.6734,-122.176,206.75105485232066,0.004836734693877551,11,56.98537916994402
2015-04-21,420000.0,4,2.25,2270,2.0,0,0,3,7,1978,0,98034,47.7242,-122.17,185.02202643171807,0.005404761904761904,10,46.79590986906029
2014-12-08,408500.0,4,2.5,2720,2.0,0,0,3,9,2003,0,98092,47.3315,-122.169,150.18382352941177,0.006658506731946144,12,81.15948734557905
2015-03-27,716000.0,3,1.5,1140,1.5,0,0,3,7,1915,0,98109,47.6368,-122.354,628.0701754385965,0.0015921787709497206,10,10.374543099060752
2014-06-02,965000.0,4,2.5,2460,2.0,0,0,5,8,1938,0,98112,47.6282,-122.293,392.2764227642276,0.0025492227979274614,13,49.46444269652524
2015-01-13,357823.0,3,1.5,1240,1.0,0,0,3,8,1968,0,98072,47.7562,-122.094,288.56693548387096,0.00346540049130436,11,41.055151991856754
2014-06-11,7062500.0,5,4.5,10040,2.0,1,2,3,11,1940,2001,98004,47.65,-122.214,703.4362549800796,0.0014215929203539824,17,49.60903160135104
2014-08-05,425000.0,3,2.25,1670,1.0,0,0,3,7,1977,0,98125,47.7253,-122.309,254.49101796407186,0.003929411764705883,10,32.82168139545644
2015-04-16,711777.0,4,1.75,2220,1.0,0,0,4,7,1953,0,98116,47.5691,-122.391,320.6202702702703,0.0031189543916142273,11,36.61106741313098
2014-12-01,335000.0,3,1.0,980,1.0,0,0,4,7,1966,0,98028,47.7746,-122.239,341.83673469387753,0.0029253731343283585,11,34.323092583167536
2014-06-16,825000.0,4,1.5,1890,1.5,0,0,3,8,1919,0,98116,47.5896,-122.389,436.5079365079365,0.002290909090909091,11,28.09882940822653
2015-05-01,210000.0,2,1.0,1100,1.5,0,0,4,6,1900,0,98108,47.5275,-122.323,190.9090909090909,0.005238095238095238,10,45.55128857631981
2014-08-11,575000.0,2,1.75,2770,2.0,0,0,3,8,1983,0,98177,47.7581,-122.365,207.5812274368231,0.004817391304347826,11,56.79105168185814
2015-04-04,1208000.0,4,2.75,4250,2.0,0,0,3,10,2003,0,98059,47.5297,-122.14,284.2352941176471,0.003518211920529801,13,61.070883264701806
2014-08-01,431500.0,2,2.0,1370,1.0,0,0,3,8,2005,0,98053,47.704,-122.012,314.963503649635,0.003174971031286211,11,37.33285522602138
2014-09-03,475000.0,3,1.5,1480,1.0,0,0,3,7,1959,0,98007,47.5914,-122.136,320.94594594594594,0.0031157894736842107,10,22.011058159441077
2014-11-26,1495000.0,4,3.75,3770,2.5,0,0,5,9,1916,0,98122,47.6157,-122.287,396.55172413793105,0.0025217391304347826,14,52.16883357238699
2014-12-23,540000.0,6,3.0,2870,2.0,0,0,3,7,1960,1985,98042,47.401,-122.095,188.15331010452962,0.005314814814814815,10,46.138897885531854
2014-12-10,775000.0,3,2.5,3820,2.0,0,0,4,9,1987,0,98053,47.6496,-122.041,202.87958115183247,0.004929032258064516,13,76.9525285707676
2014-07-16,635000.0,3,2.5,1530,1.0,0,0,3,7,1997,0,98117,47.6796,-122.39,415.0326797385621,0.002409448818897638,10,14.435756257807803
2015-04-07,1300000.0,3,2.75,4120,1.0,0,2,3,12,1999,0,98059,47.5265,-122.148,315.5339805825243,0.003169230769230769,17,62.28311664276131
2014-08-01,405000.0,3,2.25,1590,1.0,0,0,4,7,1976,0,98133,47.7457,-122.332,254.71698113207546,0.0039259259259259265,11,47.31990006014898
2014-07-21,210000.0,3,1.0,1520,1.0,0,0,3,6,1951,0,98168,47.5134,-122.335,138.1578947368421,0.007238095238095238,9,48.25799287465877
2015-05-04,880000.0,4,2.5,2350,2.0,0,0,3,9,1923,0,98112,47.6344,-122.305,374.468085106383,0.0026704545454545453,12,44.09267570443715
2014-10-24,239000.0,4,2.0,1370,1.5,0,0,3,7,1955,0,98188,47.4386,-122.285,174.45255474452554,0.005732217573221758,10,48.99713135612826
2014-07-14,515000.0,3,2.5,1540,1.0,0,0,3,6,1944,2014,98126,47.5696,-122.378,334.4155844155844,0.0029902912621359223,9,12.50520520057373
2014-07-23,1379900.0,3,3.25,3786,1.0,1,4,3,9,1978,2006,98070,47.3907,-122.448,364.4743792921289,0.002743677078049134,17,57.30116133808356
2014-07-22,215000.0,4,2.25,1500,2.0,0,0,3,7,1999,0,98001,47.3378,-122.262,143.33333333333334,0.0069767441860465115,10,55.38333410447416
2015-04-09,315000.0,6,2.0,1750,1.0,0,0,4,5,1943,0,98056,47.5096,-122.178,180.0,0.005555555555555556,9,39.84060519132004
2014-07-30,442500.0,3,1.5,1800,1.0,0,0,3,7,1957,0,98133,47.7693,-122.357,245.83333333333334,0.004067796610169492,10,34.60185999167168
2014-08-18,311000.0,2,1.75,1180,1.0,0,0,3,8,1941,2004,98042,47.3329,-122.091,263.5593220338983,0.0037942122186495177,11,45.74445935316708
2014-12-17,425000.0,2,1.0,830,1.0,0,0,4,6,1925,0,98103,47.6994,-122.347,512.0481927710844,0.001952941176470588,10,11.627261370471476
2014-09-04,433500.0,3,1.75,1540,1.0,0,0,4,6,1919,0,98103,47.6985,-122.348,281.4935064935065,0.0035524798154555936,10,27.79230092999584
2014-08-04,450000.0,3,2.25,1610,2.0,0,0,3,8,1978,0,98115,47.7,-122.297,279.5031055900621,0.0035777777777777782,11,42.68264470457595
2014-05-20,675000.0,3,2.25,1990,2.0,0,0,4,8,1987,0,98052,47.6801,-122.115,339.1959798994975,0.002948148148148148,12,47.11053532596123
2014-06-24,535000.0,3,2.5,2070,2.0,0,0,3,8,1999,0,98074,47.6036,-122.015,258.45410628019323,0.003869158878504673,11,46.60967935964466
2014-06-13,577000.0,3,1.75,1760,1.0,0,0,4,7,1967,0,98005,47.5906,-122.167,327.84090909090907,0.003050259965337955,11,35.79442927867487
2014-12-17,480000.0,3,1.75,1740,1.0,0,0,4,7,1939,0,98125,47.7097,-122.303,275.86206896551727,0.0036249999999999998,11,43.34775366677462
2015-01-12,400000.0,3,1.5,1950,1.0,0,0,4,6,1914,0,98034,47.7094,-122.228,205.12820512820514,0.004875,10,42.76245778003979
2014-06-13,304000.0,3,1.0,1280,1.5,0,0,4,6,1947,0,98155,47.7467,-122.319,237.5,0.004210526315789474,10,36.224725859436454
2015-03-25,355000.0,3,1.75,1460,1.0,0,0,3,7,1990,0,98056,47.5049,-122.189,243.15068493150685,0.004112676056338028,10,35.16286494239578
2014-09-05,998000.0,4,3.25,3770,2.0,0,0,3,10,1992,0,98058,47.414,-122.087,264.7214854111406,0.003777555110220441,13,64.6867625965854
2014-08-14,550000.0,4,1.75,2410,2.0,0,3,4,8,1936,1980,98074,47.6499,-122.088,228.21576763485479,0.004381818181818181,15,76.31980752324989
2014-10-16,550000.0,4,1.75,2410,2.0,0,3,4,8,1936,1980,98074,47.6499,-122.088,228.21576763485479,0.004381818181818181,15,76.31980752324989
2014-08-21,210000.0,3,1.75,1400,2.0,0,0,3,6,1948,0,98178,47.4999,-122.268,150.0,0.006666666666666667,9,46.12733077314579
2015-02-26,317000.0,3,2.5,2100,2.0,0,0,3,9,1990,0,98023,47.3072,-122.391,150.95238095238096,0.006624605678233438,12,80.98829408226531
2015-05-04,700000.0,4,3.5,5360,1.0,0,0,3,9,1971,0,98074,47.6099,-122.054,130.59701492537314,0.007657142857142856,12,84.42951001711933
2014-06-16,265000.0,3,1.0,1000,1.0,0,0,3,7,1969,0,98059,47.4829,-122.124,265.0,0.0037735849056603774,10,30.891130338222368
2014-09-02,700000.0,4,3.5,3150,2.0,0,0,3,9,2001,0,98075,47.5966,-122.017,222.22222222222223,0.0045,12,66.39638180724565
2014-09-08,1020000.0,5,3.5,4180,2.0,0,2,3,10,1990,0,98075,47.5618,-122.037,244.01913875598086,0.004098039215686275,15,73.20941100263731
2014-12-09,1145000.0,4,2.25,2840,1.0,0,0,3,8,1972,0,98004,47.639,-122.216,403.16901408450707,0.0024803493449781656,11,29.582889927358536
2014-06-27,460000.0,4,2.5,2110,1.0,0,0,4,8,1985,0,98027,47.467,-122.014,218.00947867298578,0.004586956521739131,12,67.26275852496182
2014-09-24,410000.0,2,1.5,1660,1.0,0,0,3,7,1950,0,98115,47.6832,-122.304,246.9879518072289,0.004048780487804878,10,34.33003285059918
2014-09-05,665000.0,4,3.0,2160,1.0,0,0,5,7,1921,0,98122,47.6163,-122.293,307.8703703703704,0.0032481203007518797,12,50.75417572757137
2015-04-14,600000.0,4,2.5,2420,2.0,0,0,3,9,1994,0,98056,47.534,-122.18,247.93388429752065,0.004033333333333333,12,61.20737519085735
2015-05-04,502000.0,4,1.75,1920,1.0,0,0,3,7,1967,0,98133,47.7041,-122.353,261.4583333333333,0.0038247011952191236,10,31.51922454078564
2014-06-04,364950.0,4,2.5,2310,2.0,0,0,3,7,1978,0,98019,47.7433,-121.982,157.98701298701297,0.00632963419646527,10,52.52047378892334
2014-05-29,680000.0,3,2.25,2330,1.5,0,2,5,7,1927,0,98115,47.6732,-122.29,291.84549356223175,0.0034264705882352943,14,62.674085041410265
2014-07-08,235500.0,5,2.5,2340,1.0,0,0,2,8,1967,0,98003,47.3307,-122.324,100.64102564102564,0.009936305732484076,10,59.51394993753759
2014-07-21,576000.0,4,2.5,2590,2.0,0,0,3,8,2001,0,98065,47.5356,-121.875,222.3938223938224,0.004496527777777777,11,53.82987091102578
2014-05-05,405000.0,2,3.0,1410,2.0,0,0,3,8,2006,0,98136,47.5221,-122.39,287.2340425531915,0.0034814814814814812,11,41.33276268912229
2014-07-16,335000.0,3,2.75,2850,1.0,0,0,4,8,1989,0,98031,47.4141,-122.204,117.54385964912281,0.008507462686567165,12,85.70536251330219
2015-04-20,122000.0,2,1.0,730,1.0,0,0,3,6,1953,0,98148,47.4275,-122.324,167.12328767123287,0.00598360655737705,9,42.65025678989497
2014-06-06,432000.0,3,1.75,1470,1.0,0,3,4,7,1939,0,98155,47.7394,-122.288,293.8775510204082,0.0034027777777777776,14,62.36986998565678
2014-08-27,375000.0,4,2.25,2330,1.0,0,0,4,8,1974,0,98058,47.4495,-122.148,160.94420600858368,0.006213333333333334,12,78.99875075186232
2014-06-25,276000.0,4,2.25,2460,1.0,0,0,4,8,1959,0,98002,47.3182,-122.212,112.1951219512195,0.00891304347826087,12,86.0708832647018
2014-07-21,450000.0,3,2.25,2080,1.5,0,0,3,8,1977,0,98072,47.7403,-122.112,216.34615384615384,0.004622222222222222,11,55.06292509138019
2015-05-11,210000.0,2,1.0,990,1.0,0,0,1,6,1910,0,98116,47.5828,-122.382,212.12121212121212,0.004714285714285714,7,31.56549299032989
2014-11-21,279000.0,3,2.5,1450,2.0,0,0,3,7,2011,0,98038,47.3655,-122.019,192.41379310344828,0.005197132616487455,10,45.2609540554296
2015-02-23,635000.0,3,1.75,1340,2.0,0,0,5,7,1900,0,98107,47.6711,-122.379,473.8805970149254,0.002110236220472441,12,39.399898209411006
2015-02-20,350000.0,3,2.5,2730,2.0,0,0,3,9,1998,0,98023,47.2831,-122.346,128.2051282051282,0.0078,12,84.70018044695323
2014-09-24,218000.0,3,1.0,1140,1.0,0,0,4,6,1958,0,98058,47.4624,-122.185,191.2280701754386,0.005229357798165138,10,45.47957247952621
2015-03-24,750000.0,4,1.5,1950,1.5,0,1,3,7,1944,0,98115,47.6819,-122.271,384.61538461538464,0.0026,11,30.800906861611065
2015-02-13,310597.0,4,1.75,2000,1.0,0,0,4,7,1958,0,98023,47.32,-122.362,155.2985,0.0064392122267761765,11,67.59704807291908
2015-04-01,355000.0,3,1.0,900,1.0,0,0,4,5,1923,0,98034,47.7146,-122.234,394.44444444444446,0.0025352112676056337,9,7.618100217461713
2014-05-27,735000.0,5,2.75,3390,2.0,0,0,3,9,2004,0,98075,47.5977,-121.981,216.81415929203538,0.004612244897959184,12,67.48947392772868
2014-06-02,155000.0,1,1.0,720,1.0,0,0,3,6,1940,0,98108,47.5266,-122.316,215.27777777777777,0.004645161290322581,9,32.73839818627678
2014-06-11,354000.0,3,1.0,940,1.0,0,0,3,7,1965,0,98052,47.6608,-122.133,376.59574468085106,0.002655367231638418,10,16.845185767824923
2015-05-07,415000.0,3,1.75,1770,1.0,0,0,4,7,1982,0,98028,47.7726,-122.266,234.4632768361582,0.004265060240963855,11,51.38111321889603
2014-07-01,202000.0,1,1.0,590,1.0,0,0,4,7,1926,0,98122,47.6082,-122.299,342.3728813559322,0.002920792079207921,11,34.26410030999861
2015-05-06,580000.0,3,2.5,1980,2.0,0,0,3,7,1996,0,98107,47.6659,-122.369,292.92929292929296,0.0034137931034482756,10,25.73104150279924
2014-10-22,1495000.0,4,3.25,3070,2.0,0,0,3,10,1962,2005,98004,47.5862,-122.198,486.9706840390879,0.002053511705685619,13,45.816175449960674
2014-10-08,790000.0,4,2.5,3500,2.0,0,0,3,9,2004,0,98053,47.6799,-122.024,225.71428571428572,0.004430379746835443,12,65.72317586637672
2015-03-05,499900.0,3,2.5,2100,2.0,0,0,3,8,1999,0,98065,47.5338,-121.867,238.04761904761904,0.004200840168033607,11,50.69287003192523
2015-04-23,525000.0,4,2.25,2620,1.0,0,0,3,7,1952,0,98070,47.4662,-122.453,200.38167938931298,0.00499047619047619,10,43.716744551890066
2014-06-22,810000.0,4,2.5,2810,2.0,0,0,3,9,1989,0,98006,47.5424,-122.141,288.2562277580071,0.0034691358024691358,12,53.66099107018923
2015-02-20,425000.0,4,1.5,2290,1.0,0,0,4,7,1947,0,98133,47.7173,-122.33,185.58951965065503,0.005388235294117647,11,61.237449683061115
2014-12-26,241250.0,3,1.75,1350,1.0,0,0,3,7,1993,0,98010,47.3123,-122.023,178.7037037037037,0.005595854922279793,10,48.07407578772035
2014-11-12,318700.0,4,2.5,2770,1.0,0,0,4,8,1961,0,98003,47.3386,-122.319,115.05415162454874,0.008691559460307498,12,85.87655577661593
2014-08-27,720000.0,4,1.75,2530,1.5,0,2,5,8,1917,0,98103,47.6624,-122.348,284.5849802371541,0.0035138888888888893,15,65.48142321750798
2014-07-15,291000.0,3,1.0,1280,1.5,0,0,4,5,1941,0,98024,47.566,-121.894,227.34375,0.004398625429553264,9,30.274603248045157
2014-07-18,420000.0,3,1.75,1060,1.0,0,0,3,7,1983,0,98077,47.7442,-122.072,396.22641509433964,0.0025238095238095237,10,15.438624901679546
2014-07-26,210000.0,2,1.75,1000,1.0,0,0,4,8,1975,0,98198,47.3811,-122.32,210.0,0.004761904761904762,12,68.80349789478555
2015-04-27,645000.0,3,3.25,3870,2.0,0,2,3,9,1991,0,98106,47.5545,-122.354,166.66666666666666,0.006,14,87.45430990607505
2014-05-19,762000.0,5,2.0,3370,1.5,0,0,4,7,1907,0,98109,47.6373,-122.35,226.11275964391692,0.004422572178477691,11,53.09188914079489
2014-07-24,247500.0,4,1.75,2290,1.0,0,0,3,6,1936,1953,98146,47.4997,-122.353,108.07860262008734,0.009252525252525252,9,51.25271827141072
2014-07-23,282500.0,3,2.25,1670,2.0,0,0,4,7,1990,0,98042,47.3603,-122.088,169.16167664670658,0.005911504424778761,11,64.74691158099293
2014-06-05,395000.0,3,1.75,1460,1.0,0,0,4,7,1961,0,98027,47.4861,-122.03,270.54794520547944,0.00369620253164557,11,44.373756535418494
2014-06-16,295000.0,3,1.75,1770,1.0,0,0,3,7,1960,0,98148,47.4323,-122.328,166.66666666666666,0.006,10,50.70328043307269
2014-08-26,235000.0,2,1.0,820,1.0,0,0,4,6,1954,0,98056,47.5175,-122.205,286.5853658536585,0.0034893617021276597,10,26.887752741405635
2014-10-01,770000.0,3,1.75,1900,1.0,0,2,3,8,1948,0,98105,47.6675,-122.276,405.2631578947368,0.0024675324675324677,13,48.66399851940962
2014-05-08,559950.0,2,2.0,1870,1.0,0,0,3,8,2006,0,98053,47.7195,-122.022,299.4385026737968,0.0033395838914188768,11,39.333965668810436
2014-07-10,639000.0,4,2.0,1840,1.0,0,0,4,7,1942,0,98199,47.6483,-122.404,347.2826086956522,0.0028794992175273865,11,33.74011011890992
2015-04-28,314950.0,3,1.0,1590,1.0,0,0,4,7,1967,0,98058,47.4473,-122.159,198.0817610062893,0.005048420384187967,11,58.70425207051312
2015-03-24,525000.0,3,1.0,1640,1.0,0,0,4,7,1946,0,98118,47.5682,-122.284,320.1219512195122,0.003123809523809524,11,36.66890297506131
2014-05-09,2400000.0,3,2.25,3000,1.5,1,4,3,11,2001,0,98075,47.5884,-122.086,800.0,0.00125,19,49.88317216490075
2014-06-02,820000.0,3,1.75,2160,1.0,0,0,4,8,1960,0,98115,47.6777,-122.306,379.6296296296296,0.002634146341463415,12,43.70749086198121
2014-09-11,1385000.0,3,3.0,2490,2.0,0,3,4,8,1911,0,98119,47.6313,-122.369,556.2248995983936,0.0017978339350180506,15,49.251607828621665
2014-10-17,521450.0,3,2.0,1290,1.0,0,0,5,7,1950,0,98116,47.5713,-122.397,404.2248062015504,0.002473870936810816,12,42.06033405820571
2014-10-06,760750.0,3,2.5,3190,2.0,0,0,3,9,1988,0,98074,47.6027,-122.043,238.4796238244514,0.004193230364771607,12,63.154120205431916
2014-06-04,759600.0,4,1.0,1540,1.5,0,0,4,7,1923,0,98031,47.4163,-122.22,493.24675324675326,0.002027382833070037,11,26.519918567528798
2014-06-19,346150.0,3,2.0,2140,1.0,0,0,4,8,1966,0,98056,47.5084,-122.185,161.75233644859813,0.006182290914343492,12,78.82987091102578
