date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,price_per_sqft,affordability_score,quality_score,investment_score,address
2014-08-05,272000.0,3,1.5,1380,1.0,0,0,4,7,1963,0,98055,47.4243,-122.202,197.1014492753623,0.0050735294117647,11,58.92055707213251,"19812 104th Ave SE, Renton, WA 98055, USA"
2015-04-21,266000.0,2,1.0,700,1.0,0,0,5,6,1949,0,98155,47.7492,-122.311,380.0,0.0026315789473684,11,31.151390366908803,"1551 NE 166th St, Shoreline, WA 98155, USA"
2015-04-27,543000.0,3,1.5,1710,2.0,0,2,3,7,1944,0,98136,47.5175,-122.393,317.5438596491228,0.0031491712707182,12,49.5303752371258,"9603 47th Ave SW, Seattle, WA 98136, USA"
2014-10-07,400000.0,3,2.5,1450,1.0,0,0,3,8,1984,0,98074,47.6256,-122.037,275.86206896551727,0.0036249999999999,11,43.34775366677462,"22608 NE 18th Pl, Sammamish, WA 98074, USA"
2014-08-06,509500.0,5,2.25,2060,1.0,0,0,4,7,1961,0,98007,47.6122,-122.137,247.33009708737865,0.0040431795878312,11,48.8051172905196,"161 152nd Pl SE, Bellevue, WA 98007, USA"
2014-05-21,495000.0,3,3.5,2380,2.0,0,3,3,8,1997,0,98118,47.5137,-122.252,207.98319327731093,0.0048080808080808,14,78.9073705640124,"9826 Arrowsmith Ave S, Seattle, WA 98118, USA"
2015-03-13,424950.0,4,2.5,2760,2.0,0,0,3,7,2001,0,98056,47.4814,-122.189,153.9673913043478,0.0064948817507942,10,53.31166427613011,"2225 SE 2nd Pl, Renton, WA 98056, USA"
2014-09-26,230000.0,3,1.0,940,1.0,0,0,3,7,1957,0,98056,47.5121,-122.168,244.68085106382975,0.0040869565217391,10,34.82857539443853,"3808 NE 22nd Pl, Renton, WA 98056, USA"
2014-08-06,235000.0,4,1.5,1760,1.5,0,0,3,7,1951,0,98031,47.3871,-122.224,133.52272727272728,0.0074893617021276,10,56.95646138897887,"710 Prospect Ave N, Kent, WA 98031, USA"
2015-03-09,763000.0,3,2.0,1360,1.0,0,2,4,6,1942,0,98033,47.6879,-122.208,561.0294117647059,0.0017824377457404,12,38.04423263776431,"123 16th Ave, Kirkland, WA 98033, USA"
2014-09-19,350000.0,3,1.75,2010,2.0,0,0,5,7,1939,0,98178,47.4975,-122.231,174.12935323383084,0.0057428571428571,12,76.17174848470827,"8040 S 118th St, Seattle, WA 98178, USA"
2014-11-26,900000.0,3,1.5,2160,2.0,0,2,5,8,1917,0,98119,47.6321,-122.371,416.6666666666667,0.0024,15,52.56327210475177,"1011 W Galer St, Seattle, WA 98119, USA"
2014-10-07,250000.0,3,1.0,930,1.0,0,0,4,6,1973,0,98118,47.5289,-122.28,268.81720430107526,0.00372,10,30.1554619904687,"8305 42nd Pl S, Seattle, WA 98118, USA"
2015-01-26,225000.0,3,2.5,1020,2.0,0,0,3,7,2004,0,98106,47.5294,-122.361,220.58823529411765,0.0045333333333333,10,39.64280756951835,"8121 Delridge Wy SW, Seattle, WA 98106, USA"
2014-12-26,255000.0,2,2.0,1360,1.0,0,0,3,8,1974,2003,98198,47.3804,-122.32,187.5,0.0053333333333333,11,60.83491417202609,"24707 11th Ave S, Des Moines, WA 98198, USA"
2014-06-04,161700.0,4,1.75,1720,1.0,0,0,3,7,1974,0,98023,47.306,-122.375,94.01162790697674,0.0106369820655534,10,59.72215796048674,"32955 33rd Ave SW, Federal Way, WA 98023, USA"
2015-02-02,336000.0,3,3.0,1790,1.0,0,0,3,7,1988,0,98178,47.4958,-122.262,187.7094972067039,0.0053273809523809,10,46.24415860824504,"5550 S Juniper St, Seattle, WA 98178, USA"
2014-10-23,410500.0,3,1.0,1150,1.0,0,0,3,7,1954,0,98133,47.727,-122.339,356.95652173913044,0.0028014616321559,10,18.36973118030815,"13502 Ashworth Ave N, Seattle, WA 98133, USA"
2014-11-11,502700.0,4,3.5,2710,2.0,0,0,4,8,1968,0,98155,47.7601,-122.286,185.49815498154985,0.005390889198329,12,73.78429648822468,"18245 Ballinger Way NE, Seattle, WA 98155, USA"
2014-09-23,505000.0,3,2.5,2400,1.0,0,0,5,7,1977,0,98034,47.7256,-122.211,210.41666666666663,0.0047524752475247,12,68.72715495303751,"9726 NE 139th St, Kirkland, WA 98034, USA"
2014-12-16,250000.0,3,1.0,1660,1.5,0,0,3,7,1910,0,98118,47.5576,-122.277,150.6024096385542,0.00664,10,53.97445981585157,"4921 45th Ave S, Seattle, WA 98118, USA"
2015-04-22,570000.0,3,1.0,1660,1.5,0,0,3,7,1910,0,98118,47.5576,-122.277,343.3734939759036,0.0029122807017543,10,19.61435247304863,"4921 45th Ave S, Seattle, WA 98118, USA"
2015-03-18,349900.0,4,2.5,2290,2.0,0,0,3,8,1994,0,98198,47.3762,-122.318,152.7947598253275,0.0065447270648756,11,68.0921204830426,"25141 13th Ave S, Des Moines, WA 98198, USA"
2014-12-09,465000.0,3,2.5,2870,2.0,0,0,3,10,1988,0,98003,47.2769,-122.333,162.02090592334494,0.0061720430107526,13,85.44047563966132,"36206 1st Pl SW, Federal Way, WA 98003, USA"
2014-05-30,625000.0,4,3.25,4240,2.0,0,3,3,10,1989,0,98023,47.3241,-122.378,147.4056603773585,0.006784,16,93.7040207282654,"30924 36th Ave SW, Federal Way, WA 98023, USA"
2015-02-19,655000.0,3,1.75,1800,1.0,0,0,3,7,1952,0,98199,47.6514,-122.407,363.8888888888889,0.0027480916030534,10,17.75667422384676,"3431 39th Ave W, Seattle, WA 98199, USA"
2015-03-27,469000.0,4,1.75,2960,1.0,0,0,4,8,1946,0,98166,47.4738,-122.353,158.44594594594594,0.0063113006396588,12,79.52621107666683,"1416 SW 144th Pl, Burien, WA 98166, USA"
2014-10-09,355000.0,3,2.25,1980,1.0,0,0,3,8,1964,0,98177,47.7625,-122.36,179.2929292929293,0.0055774647887323,11,62.50520520057372,"131 NW 185th St, Shoreline, WA 98177, USA"
2015-02-24,596000.0,3,2.5,1730,2.0,0,0,3,8,2001,0,98005,47.5878,-122.165,344.5086705202312,0.0029026845637583,11,34.02928792856152,"13150 SE 26th St, Bellevue, WA 98005, USA"
2015-04-02,790000.0,4,2.5,3020,2.0,0,0,3,9,1986,2007,98077,47.768,-122.092,261.58940397350995,0.0038227848101265,12,58.58742423541388,"19239 184th Pl NE, Woodinville, WA 98077, USA"
2014-10-08,885000.0,4,2.25,4470,2.0,0,0,3,10,1991,0,98053,47.6377,-121.985,197.98657718120805,0.0050508474576271,13,77.93804654606025,"3220 264th Ave NE, Redmond, WA 98053, USA"
2014-09-12,1030000.0,4,3.25,2830,2.0,0,0,3,9,1912,2012,98144,47.5845,-122.291,363.9575971731449,0.0027475728155339,12,44.83644103086106,"2019 33rd Ave S, Seattle, WA 98144, USA"
2015-04-03,710000.0,4,1.75,2120,1.0,0,0,4,8,1941,0,98199,47.6501,-122.395,334.9056603773585,0.0029859154929577,12,47.52926479433675,"3242 30th Ave W, Seattle, WA 98199, USA"
2014-08-14,428040.0,3,2.5,2150,2.0,0,0,3,8,1988,0,98028,47.7445,-122.248,199.08837209302325,0.0050228950565367,11,58.51455142738167,"16005 70th Ave NE, Kenmore, WA 98028, USA"
2015-04-14,1370000.0,5,2.25,3510,1.0,0,2,3,8,1959,0,98040,47.5817,-122.246,390.3133903133903,0.0025620437956204,13,49.624068847452925,"6827 SE 32nd St, Mercer Island, WA 98040, USA"
2014-06-05,546000.0,2,1.0,970,1.0,0,0,3,7,1924,0,98109,47.6444,-122.357,562.8865979381443,0.0017765567765567,10,10.922824226160182,"2707 Queen Anne Ave N, Seattle, WA 98119, USA"
2014-08-03,540000.0,4,1.0,1360,1.5,0,0,5,7,1951,0,98115,47.6827,-122.289,397.05882352941177,0.0025185185185185,12,42.47906352658122,"3609 NE 75th St, Seattle, WA 98115, USA"
2014-09-08,435000.0,3,2.5,1470,1.0,0,0,3,7,1985,0,98115,47.6832,-122.286,295.9183673469388,0.0033793103448275,10,25.325035858048395,"7500 39th Ave NE, Seattle, WA 98115, USA"
2015-04-06,540000.0,4,2.25,3040,1.0,0,0,4,8,1984,0,98074,47.6268,-122.038,177.6315789473684,0.0056296296296296,12,75.39328182112617,"1915 226th Pl NE, Sammamish, WA 98074, USA"
2014-11-13,284000.0,2,1.0,860,1.0,0,0,3,7,1918,0,98106,47.5361,-122.351,330.2325581395349,0.0030281690140845,10,20.96076435478647,"7339 12th Ave SW, Seattle, WA 98106, USA"
2014-07-14,208000.0,2,1.0,820,1.0,0,0,5,5,1942,0,98056,47.4915,-122.184,253.65853658536585,0.0039423076923076,10,32.98824781381576,"2604 NE 5th Pl, Renton, WA 98056, USA"
2014-12-03,315000.0,3,1.75,1900,1.0,0,0,3,7,1977,0,98155,47.7569,-122.326,165.78947368421052,0.006031746031746,10,50.89298107620414,"324 NE Serpentine Pl, Shoreline, WA 98155, USA"
2014-07-31,417500.0,2,1.0,1330,1.0,0,0,3,6,1910,0,98117,47.6901,-122.362,313.90977443609023,0.0031856287425149,9,14.952806181464858,"326 NW 84th St, Seattle, WA 98117, USA"
2014-09-17,345000.0,3,1.75,1240,1.0,0,0,3,7,1978,0,98053,47.6522,-121.97,278.2258064516129,0.0035942028985507,10,28.354462591958544,"5105 277th Ave NE, Redmond, WA 98053, USA"
2014-09-02,375000.0,3,2.5,1330,3.0,0,0,3,8,2004,0,98117,47.6835,-122.387,281.9548872180451,0.0035466666666666,11,42.28704946097256,"7508 24th Ave NW, Seattle, WA 98117, USA"
2014-06-23,389800.0,3,1.75,1880,1.0,0,0,3,7,1959,0,98155,47.7681,-122.305,207.3404255319149,0.0048229861467419,10,42.29514643964281,"2310 NE 191st St, Lake Forest Park, WA 98155, USA"
2015-04-08,475000.0,3,1.75,1890,1.0,0,0,3,8,1973,0,98034,47.7322,-122.185,251.3227513227513,0.003978947368421,11,47.9919492897793,"11617 NE 145th St, Kirkland, WA 98034, USA"
2014-05-08,569000.0,4,2.25,2250,2.0,0,0,3,8,1980,0,98053,47.6695,-122.05,252.88888888888889,0.0039543057996485,11,47.71549530375237,"7304 217th Pl NE, Redmond, WA 98053, USA"
2015-03-31,985000.0,5,4.25,4650,2.0,0,0,3,10,1999,0,98024,47.5669,-121.956,211.8279569892473,0.0047208121827411,13,75.14805903854163,"29008 SE 43rd Pl, Fall City, WA 98024, USA"
2015-01-29,532000.0,3,2.5,1830,2.0,0,0,3,8,1987,0,98074,47.6198,-122.044,290.7103825136612,0.0034398496240601,11,40.67806412807107,"1122 222nd Pl NE, Sammamish, WA 98074, USA"
2014-08-11,280000.0,2,1.0,720,1.0,0,0,5,6,1951,0,98126,47.5195,-122.374,388.8888888888889,0.0025714285714285,11,30.51057234072086,"9308 32nd Ave SW, Seattle, WA 98126, USA"
2015-02-17,435000.0,4,2.0,1960,1.0,0,0,4,7,1963,0,98058,47.4353,-122.084,221.9387755102041,0.0045057471264367,11,53.91315412020544,"18607 E Spring Lake Dr SE, Renton, WA 98058, USA"
2015-03-16,223000.0,3,1.0,1220,1.0,0,0,3,6,1952,0,98023,47.3261,-122.353,182.78688524590163,0.0054708520179372,9,39.25068245963077,"1404 SW Dash Point Rd, Federal Way, WA 98023, USA"
2015-01-15,390000.0,2,1.0,1800,1.0,0,0,4,7,1947,1977,98027,47.4617,-122.012,216.66666666666663,0.0046153846153846,11,54.98426872715495,"15625 Issaquah-Hobart Road Southeast, Issaquah, WA 98027, USA"
2014-10-27,315000.0,3,1.75,1340,1.0,0,0,3,7,1981,0,98058,47.4437,-122.137,235.07462686567163,0.0042539682539682,10,36.7036043122195,"17648 152nd Pl SE, Renton, WA 98058, USA"
2014-10-14,612000.0,3,3.0,1740,1.0,0,0,3,7,1982,0,98122,47.6102,-122.309,351.7241379310345,0.0028431372549019,10,18.82084856336464,"1719 E Marion St, Seattle, WA 98122, USA"
2014-05-13,591000.0,3,1.75,1680,1.0,0,0,5,7,1922,0,98122,47.6155,-122.3,351.7857142857143,0.0028426395939086,12,45.907555637810574,"2500 E Pine St, Seattle, WA 98122, USA"
2014-07-11,800000.0,4,2.25,3220,2.0,0,0,3,8,1968,0,98008,47.6381,-122.116,248.4472049689441,0.004025,11,48.54370055059455,"16800 NE 31st St, Bellevue, WA 98008, USA"
2015-01-22,225000.0,3,2.0,1610,1.0,0,0,3,8,1990,0,98022,47.1958,-122.009,139.75155279503105,0.0071555555555555,11,70.54087817517235,"533 Hazel Pl, Enumclaw, WA 98022, USA"
2014-05-08,589900.0,2,3.0,3160,2.0,0,0,3,7,1993,0,98077,47.7479,-122.034,186.6772151898734,0.005356840142397,10,46.4361726738537,"22819 NE 166th St, Woodinville, WA 98077, USA"
2014-11-26,565000.0,4,2.5,2520,1.0,0,0,3,8,1979,0,98052,47.6558,-122.135,224.2063492063492,0.0044601769911504,11,53.50599176421598,"5212 154th Ave NE, Redmond, WA 98052, USA"
2015-02-19,650000.0,3,1.5,2120,1.0,0,0,3,7,1940,0,98199,47.6438,-122.403,306.60377358490564,0.0032615384615384,10,23.79817702308796,"2619 35th Ave W, Seattle, WA 98199, USA"
2014-09-18,499000.0,3,2.5,2090,2.0,0,0,3,8,1951,1977,98177,47.7195,-122.371,238.755980861244,0.004188376753507,11,50.56216166196271,"12257 11th Ave NW, Seattle, WA 98177, USA"
2014-05-15,280000.0,3,1.0,1330,1.5,0,0,3,5,1959,0,98045,47.4807,-121.775,210.52631578947367,0.00475,8,32.105677138759084,"13219 424th Ave SE, North Bend, WA 98045, USA"
2015-01-28,649950.0,3,2.5,2420,1.0,0,2,4,8,1944,0,98117,47.6949,-122.389,268.57438016528926,0.0037233633356412,14,66.95044649053811,"9023 25th Ave NW, Seattle, WA 98117, USA"
2014-07-09,420000.0,3,1.75,1510,1.0,0,0,4,7,1954,0,98133,47.7321,-122.353,278.1456953642384,0.003595238095238,11,42.932494332114935,"501 N 143rd St, Seattle, WA 98133, USA"
2014-12-15,319990.0,4,2.5,2120,2.0,0,0,3,7,2003,0,98031,47.4217,-122.201,150.93867924528303,0.0066252070377199,10,53.90158700781937,"20143 105th Ave SE, Kent, WA 98031, USA"
2014-08-12,265000.0,3,2.0,1850,1.0,0,0,3,7,1992,0,98014,47.6565,-121.912,143.24324324324326,0.0069811320754716,10,55.40068477305326,"5624 320th Ave NE, Carnation, WA 98014, USA"
2015-02-23,482000.0,3,1.75,2300,1.0,0,0,3,7,1984,0,98072,47.7609,-122.144,209.56521739130437,0.0047717842323651,10,41.798917318280665,"18320 146th Ave NE, Woodinville, WA 98072, USA"
2014-08-05,452000.0,3,2.25,2600,1.0,0,2,4,8,1956,0,98166,47.4326,-122.341,173.84615384615384,0.0057522123893805,14,85.9077869800583,"19011 4th Ave SW, Normandy Park, WA 98166, USA"
2014-07-18,1488000.0,4,4.25,5180,2.0,0,3,3,12,1998,0,98006,47.5513,-122.109,287.25868725868725,0.0034811827956989,18,66.65085827973904,"5792 173rd Ave SE, Bellevue, WA 98006, USA"
2014-08-21,375000.0,2,1.0,1810,1.5,0,0,4,7,1943,0,98133,47.7275,-122.336,207.18232044198896,0.0048266666666666,11,56.88821542590108,"13517 Burke Ave N, Seattle, WA 98133, USA"
2014-07-03,588000.0,5,3.0,2190,2.0,0,0,5,7,1940,0,98117,47.6892,-122.386,268.4931506849315,0.0037244897959183,12,57.32198214037848,"8314 Jones Ave NW, Seattle, WA 98117, USA"
2015-04-24,635000.0,4,2.5,2500,2.0,0,0,3,9,1998,0,98075,47.5912,-121.986,254.0,0.0039370078740157,12,60.01596261509277,"1932 264th Pl SE, Sammamish, WA 98075, USA"
2014-07-03,280500.0,4,2.5,1890,2.0,0,0,3,8,1997,0,98092,47.3328,-122.187,148.4126984126984,0.0067379679144385,11,68.98972840420117,"30021 114th Way SE, Auburn, WA 98092, USA"
2014-09-25,210500.0,2,1.75,2040,1.0,0,0,4,6,1985,0,98003,47.2755,-122.308,103.18627450980392,0.0096912114014251,10,59.446860685698425,"2019 S 363rd St, Federal Way, WA 98003, USA"
2014-09-26,196500.0,3,2.0,1310,1.0,0,0,4,7,1979,0,98023,47.303,-122.383,150.0,0.0066666666666666,11,68.65775227872113,"33315 40th Ave SW, Federal Way, WA 98023, USA"
2014-05-05,1395000.0,5,3.5,4010,2.0,0,1,5,9,1971,0,98105,47.6578,-122.286,347.8802992518703,0.0028745519713261,15,57.34627307638921,"3930 NE Belvoir Pl, Seattle, WA 98105, USA"
2015-02-06,475000.0,3,1.75,1780,1.0,0,0,2,7,1977,0,98034,47.7275,-122.219,266.85393258426967,0.0037473684210526,9,22.56859297644936,"9100 NE 141st St, Kirkland, WA 98034, USA"
2015-05-04,550000.0,3,2.5,1980,2.0,0,0,4,8,1987,0,98074,47.6366,-122.029,277.77777777777777,0.0036,12,55.54643038911766,"23239 NE 29th Ct, Sammamish, WA 98074, USA"
2014-05-21,1580000.0,3,3.25,3690,2.0,0,0,3,11,2007,0,98033,47.6815,-122.2,428.1842818428185,0.0023354430379746,14,50.56794521815574,"440 8th Ave, Kirkland, WA 98033, USA"
2015-04-22,240000.0,3,1.75,1540,1.0,0,0,3,7,1991,0,98022,47.1938,-121.981,155.84415584415584,0.0064166666666666,10,52.89524823023181,"122 Jewell St, Enumclaw, WA 98022, USA"
2015-04-29,272000.0,3,1.0,1130,1.5,0,0,3,6,1934,0,98168,47.4935,-122.306,240.7079646017699,0.0041544117647058,9,27.667376116226343,"12226 21st Ave S, Seattle, WA 98168, USA"
2015-03-24,408506.0,3,2.75,2480,1.5,0,0,3,8,2000,0,98010,47.3085,-121.888,164.72016129032258,0.0060709022633694,11,65.68616110674131,"32520 342nd Ave SE, Ravensdale, WA 98051, USA"
2014-08-18,640000.0,3,2.5,2580,2.0,0,0,3,9,1991,0,98116,47.5577,-122.396,248.06201550387595,0.00403125,12,61.1784574098922,"4922 SW Hudson St, Seattle, WA 98116, USA"
2014-05-14,316000.0,4,2.5,2010,2.0,0,0,3,8,1995,0,98092,47.2588,-122.21,157.2139303482587,0.0063607594936708,11,67.1852588719752,"1522 55th Ct SE, Auburn, WA 98092, USA"
2014-08-20,299000.0,4,2.0,2320,1.0,0,0,3,7,1943,2014,98108,47.5246,-122.325,128.8793103448276,0.0077591973244147,10,57.53597371952066,"711 S Trenton St, Seattle, WA 98108, USA"
2015-03-05,447500.0,2,2.25,1180,2.0,0,0,3,7,2004,0,98122,47.6032,-122.31,379.2372881355933,0.0026368715083798,10,16.642761301068802,"166 17th Ave B, Seattle, WA 98122, USA"
2014-05-05,736500.0,4,2.5,3180,2.0,0,3,3,9,2000,0,98059,47.515,-122.117,231.60377358490567,0.0043177189409368,15,75.63156433627908,"17132 SE 100th St, Renton, WA 98059, USA"
2014-07-28,665000.0,4,2.0,2970,2.0,0,0,3,8,1924,1985,98072,47.7333,-122.128,223.9057239057239,0.0044661654135338,11,53.56151390366909,"14516 156th Pl NE, Woodinville, WA 98072, USA"
2015-04-24,707000.0,5,2.5,3050,1.0,0,0,4,8,1975,0,98006,47.5596,-122.142,231.80327868852456,0.0043140028288543,12,64.46351732753435,"14542 SE 50th St, Bellevue, WA 98006, USA"
2014-08-29,215000.0,4,1.75,1630,1.0,0,0,3,7,1959,0,98031,47.3948,-122.201,131.90184049079755,0.0075813953488372,10,57.18664692546152,"10506 SE 232nd St, Kent, WA 98031, USA"
2014-12-11,275000.0,3,2.25,1620,2.0,0,0,4,7,1989,0,98038,47.3577,-122.038,169.7530864197531,0.005890909090909,11,64.62198676722343,"22740 SE 273rd St, Maple Valley, WA 98038, USA"
2015-03-25,648000.0,4,2.25,2170,2.0,0,1,4,8,1983,0,98006,47.5634,-122.128,298.6175115207373,0.0033487654320987,13,58.68111784574099,"15944 SE 46th Way, Bellevue, WA 98006, USA"
2014-10-28,415000.0,4,2.5,2150,2.0,0,0,3,8,1987,0,98059,47.511,-122.153,193.02325581395348,0.0051807228915662,11,59.70827742562347,"2122 Field Ave NE, Renton, WA 98059, USA"
2014-11-19,690000.0,3,2.0,1770,3.0,0,0,3,8,1999,0,98122,47.6102,-122.314,389.8305084745763,0.0025652173913043,11,30.4619904686994,"830 14th Ave, Seattle, WA 98122, USA"
2014-09-24,320000.0,4,2.75,2110,1.0,0,0,4,7,1979,0,98058,47.4513,-122.16,151.65876777251185,0.00659375,11,68.3246194420025,"16903 135th Pl SE, Renton, WA 98058, USA"
2014-09-02,750000.0,3,1.75,1590,1.0,0,0,4,8,1956,0,98004,47.5855,-122.194,471.6981132075472,0.00212,12,39.46583075001156,"10923 SE 28th St, Bellevue, WA 98004, USA"
2014-06-30,355000.0,3,2.25,1370,3.0,0,0,3,8,2005,0,98103,47.6982,-122.347,259.1240875912409,0.0038591549295774,11,46.48475454587517,"908-D N 95th St, Seattle, WA 98103, USA"
2014-05-08,246000.0,3,1.75,1390,1.0,0,0,4,7,1975,0,98031,47.4183,-122.182,176.97841726618705,0.005650406504065,11,63.00953130060611,"11921 SE 205th St, Kent, WA 98031, USA"
2014-10-01,1155000.0,3,1.75,1640,1.0,0,2,4,8,1968,0,98004,47.5873,-122.205,704.2682926829268,0.0014199134199134,14,46.7623652431407,"2529 103rd Ave SE, Bellevue, WA 98004, USA"
2014-06-06,744000.0,3,2.5,2670,2.0,0,0,3,8,1986,0,98052,47.6677,-122.15,278.65168539325845,0.0035887096774193,11,42.831860454356175,"6935 142nd Ct NE, Redmond, WA 98052, USA"
2014-09-11,1210000.0,3,3.75,5400,2.0,0,0,3,11,1997,0,98053,47.6426,-121.955,224.07407407407408,0.0044628099173553,14,75.71600425669736,"3821 E Ames Lake Ln NE, Redmond, WA 98053, USA"
2014-12-10,217000.0,3,2.0,1690,1.0,0,0,3,7,1977,0,98023,47.3021,-122.375,128.4023668639053,0.0077880184331797,10,57.58224216906491,"33425 33rd Pl SW, Federal Way, WA 98023, USA"
2014-07-09,583000.0,3,2.5,2600,2.0,0,1,3,8,1998,0,98056,47.5175,-122.205,224.23076923076923,0.004459691252144,12,66.03201776708462,"1007 N 29th St, Renton, WA 98056, USA"
2014-11-11,515000.0,2,1.5,1400,1.0,0,0,4,7,1904,0,98107,47.6681,-122.362,367.8571428571428,0.0027184466019417,11,32.051311710544574,"322 NW 54th St, Seattle, WA 98107, USA"
2015-03-19,594000.0,4,1.75,2140,1.0,0,0,4,8,1965,0,98007,47.622,-122.139,277.5700934579439,0.0036026936026936,12,55.58460185999168,"1316 151st Ave NE, Bellevue, WA 98007, USA"
2014-10-22,303100.0,3,1.5,1640,1.0,0,0,3,8,1952,0,98178,47.509,-122.251,184.8170731707317,0.0054107555262289,11,61.39476241151159,"10222 66th Ave S, Seattle, WA 98178, USA"
2014-10-10,430000.0,3,1.75,1720,1.0,0,0,4,7,1970,0,98075,47.579,-122.051,250.0,0.004,11,48.21866469254616,"3335 216th Pl SE, Sammamish, WA 98075, USA"
2014-12-08,708000.0,5,3.25,3060,2.0,0,0,3,8,2004,0,98034,47.7212,-122.222,231.37254901960785,0.004322033898305,11,52.03118493499284,"13425 90th Ave NE, Kirkland, WA 98034, USA"
2014-08-13,221000.0,3,1.0,1150,1.0,0,0,3,7,1959,0,98133,47.7344,-122.333,192.17391304347825,0.0052036199095022,10,45.30722250497386,"2125 N 146th St, Shoreline, WA 98133, USA"
2015-03-24,325000.0,3,2.5,2000,2.0,0,0,3,8,1998,0,98003,47.3499,-122.302,162.5,0.0061538461538461,11,66.17660667191043,"28018 24th Pl S, Federal Way, WA 98003, USA"
2014-06-24,1295650.0,0,0.0,4810,2.0,0,0,3,12,1990,0,98053,47.6642,-122.069,269.3659043659044,0.003712422336279,15,68.27256743626522,"20418 NE 64th Pl, Redmond, WA 98053, USA"
2015-02-19,385000.0,3,1.75,1560,1.0,0,0,4,6,1944,0,98125,47.719,-122.307,246.7948717948718,0.004051948051948,10,34.38208485633646,"12346 20th Ave NE, Seattle, WA 98125, USA"
2015-03-27,359500.0,3,2.5,2070,2.0,0,0,3,8,2013,0,98038,47.3545,-122.056,173.67149758454107,0.0057579972183588,11,63.763707028177485,"27588 214th Ave SE, Maple Valley, WA 98038, USA"
2014-08-07,433000.0,3,2.0,1920,1.0,0,0,3,7,1984,0,98028,47.7703,-122.265,225.52083333333331,0.0044341801385681,10,38.66769999537316,"19521 61st Ave NE, Kenmore, WA 98028, USA"
2015-03-23,525000.0,2,1.0,1000,1.0,0,0,3,7,1948,0,98116,47.5671,-122.394,525.0,0.0019047619047619,10,11.438717438578632,"4045 48th Ave SW, Seattle, WA 98116, USA"
2014-07-22,356200.0,3,2.0,1690,1.0,0,2,5,7,1928,0,98178,47.5102,-122.241,210.7692307692308,0.0047445255474452,14,78.32438809975477,"7503 S Taft St, Seattle, WA 98178, USA"
2014-07-29,595000.0,4,2.0,3090,1.0,0,0,4,7,1974,0,98072,47.7275,-122.122,192.5566343042071,0.0051932773109243,11,59.79850090223477,"14208 162nd Ave NE, Woodinville, WA 98072, USA"
2014-09-15,560000.0,4,1.5,1790,1.0,0,0,4,7,1923,0,98103,47.6489,-122.337,312.8491620111732,0.0031964285714285,11,37.594271965946426,"1709 N 35th St, Seattle, WA 98103, USA"
2014-12-08,2175000.0,4,3.0,4750,1.5,0,0,5,11,1976,0,98004,47.6454,-122.218,457.89473684210526,0.002183908045977,16,51.88081247397399,"9092 NE 39th Pl, Yarrow Point, WA 98004, USA"
2014-10-27,513000.0,4,2.0,2090,1.0,0,0,3,7,1951,0,98107,47.6751,-122.379,245.45454545454547,0.004074074074074,10,34.67126266598806,"6323 17th Ave NW, Seattle, WA 98107, USA"
2014-07-21,365000.0,2,1.0,680,1.0,0,0,4,5,1901,0,98117,47.6767,-122.388,536.7647058823529,0.0018630136986301,9,3.2827464951649468,"6525 24th Ave NW, Seattle, WA 98117, USA"
2014-07-08,368000.0,4,1.75,2100,1.0,0,0,3,7,1964,0,98106,47.55,-122.356,175.23809523809524,0.0057065217391304,10,48.81899782538287,"5901 17th Ave SW, Seattle, WA 98106, USA"
2014-06-25,870000.0,4,2.75,2840,1.5,0,0,5,8,1912,0,98144,47.5846,-122.291,306.3380281690141,0.0032643678160919,13,57.59033914773516,"2019 33rd Ave S, Seattle, WA 98144, USA"
2014-07-24,225000.0,3,2.25,1470,1.0,0,0,3,7,1984,0,98023,47.2884,-122.365,153.0612244897959,0.0065333333333333,10,53.47938740572804,"2421 SW 349th Pl, Federal Way, WA 98023, USA"
2015-04-21,1387000.0,4,4.5,4490,2.0,0,2,3,11,1998,0,98006,47.5544,-122.147,308.9086859688196,0.0032372025955299,16,62.613936057002725,"5331 145th Pl SE, Bellevue, WA 98006, USA"
2014-06-19,177000.0,3,1.75,1150,1.0,0,0,4,7,1983,0,98030,47.3766,-122.18,153.91304347826087,0.0064971751412429,11,67.88159903761624,"12021 SE 251st Pl, Kent, WA 98030, USA"
2015-01-27,465000.0,3,1.5,1460,1.0,0,0,3,7,1956,0,98008,47.6346,-122.127,318.4931506849315,0.0031397849462365,10,22.3048628140471,"2712 160th Ave NE, Bellevue, WA 98008, USA"
2014-09-27,750000.0,4,2.75,3150,1.0,0,3,3,8,1976,0,98126,47.5424,-122.381,238.0952380952381,0.0042,14,72.86124091981678,"6717 38th Ave SW, Seattle, WA 98126, USA"
2014-09-22,149000.0,3,1.0,1090,1.0,0,0,3,6,1969,0,98092,47.3162,-122.183,136.69724770642202,0.0073154362416107,9,48.49280525609586,"31830 118th Pl SE, Auburn, WA 98092, USA"
2014-06-09,605000.0,3,2.5,2670,2.0,0,3,3,9,1981,0,98072,47.7443,-122.114,226.59176029962543,0.0044132231404958,15,76.66566418359322,"16020 169th Ave NE, Woodinville, WA 98072, USA"
